Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,winner_num
Mifel Open,2021-07-21,ATP250,Outdoor,Hard,1st Round,3,Marchenko I.,Gojowczyk P.,161,129,470,633,2.2,1.66,6-3 6-2,player 1
Mifel Open,2021-07-21,ATP250,Outdoor,Hard,1st Round,3,Sarkissian A.,Uchiyama Y.,478,119,80,688,2.62,1.5,7-5 0-6 4-6,player 2
Mifel Open,2021-07-21,ATP250,Outdoor,Hard,1st Round,3,Escobedo E.,Mcdonald M.,182,106,393,770,2.5,1.53,6-3 6-4,player 1
Mifel Open,2021-07-21,ATP250,Outdoor,Hard,1st Round,3,Ebden M.,Ymer E.,247,169,263,428,1.61,2.3,5-7 1-6,player 2
Mifel Open,2021-07-21,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,Karlovic I.,63,200,1052,352,1.3,3.5,6-4 7-5,player 1
Mifel Open,2021-07-21,ATP250,Outdoor,Hard,1st Round,3,Mejia N.,Gomez E.,301,168,176,445,2.5,1.53,4-6 1-6,player 2
Mifel Open,2021-07-22,ATP250,Outdoor,Hard,2nd Round,3,Bolt A.,Gomez E.,148,168,519,445,1.72,2.1,6-3 6-1,player 1
Mifel Open,2021-07-22,ATP250,Outdoor,Hard,2nd Round,3,Ofner S.,Thompson J.,165,63,454,1052,2.3,1.61,6-3 4-6 5-7,player 2
Mifel Open,2021-07-22,ATP250,Outdoor,Hard,2nd Round,3,Escobedo E.,Kudla D.,182,107,393,768,2.2,1.66,6-4 7-6,player 1
Mifel Open,2021-07-22,ATP250,Outdoor,Hard,2nd Round,3,Ymer E.,Norrie C.,169,30,428,1815,4.5,1.2,6-7 3-6,player 2
Mifel Open,2021-07-22,ATP250,Outdoor,Hard,2nd Round,3,Johnson S.,Uchiyama Y.,83,119,884,688,1.44,2.75,7-6 6-3,player 1
Mifel Open,2021-07-22,ATP250,Outdoor,Hard,2nd Round,3,Donskoy E.,Isner J.,157,39,482,1628,5.0,1.16,5-7 6-3 6-7,player 2
Mifel Open,2021-07-22,ATP250,Outdoor,Hard,2nd Round,3,Nakashima B.,Querrey S.,134,70,576,1003,1.57,2.37,6-3 6-4,player 1
Mifel Open,2021-07-22,ATP250,Outdoor,Hard,2nd Round,3,Marchenko I.,Fritz T.,161,37,470,1635,4.5,1.2,1-6 7-6 5-7,player 2
Mifel Open,2021-07-23,ATP250,Outdoor,Hard,Quarterfinals,3,Norrie C.,Escobedo E.,30,182,1815,393,1.25,4.0,6-1 6-1,player 1
Mifel Open,2021-07-23,ATP250,Outdoor,Hard,Quarterfinals,3,Johnson S.,Fritz T.,83,37,884,1635,2.75,1.44,4-6 4-6,player 2
Mifel Open,2021-07-23,ATP250,Outdoor,Hard,Quarterfinals,3,Isner J.,Bolt A.,39,148,1628,519,1.33,3.4,6-3 6-4,player 1
Mifel Open,2021-07-23,ATP250,Outdoor,Hard,Quarterfinals,3,Thompson J.,Nakashima B.,63,134,1052,576,2.5,1.53,3-6 6-4 6-7,player 2
Mifel Open,2021-07-24,ATP250,Outdoor,Hard,Semifinals,3,Norrie C.,Fritz T.,30,37,1815,1635,1.53,2.5,6-3 6-1,player 1
Mifel Open,2021-07-24,ATP250,Outdoor,Hard,Semifinals,3,Isner J.,Nakashima B.,39,134,1628,576,1.5,2.62,5-7 4-6,player 2
Mifel Open,2021-07-25,ATP250,Outdoor,Hard,The Final,3,Norrie C.,Nakashima B.,30,134,1815,576,1.4,3.0,6-2 6-2,player 1
Croatia Open,2021-07-19,ATP250,Outdoor,Clay,1st Round,3,Rune H.,Albot R.,204,92,349,836,1.33,3.4,6-1 3-6 2-6,player 2
Croatia Open,2021-07-19,ATP250,Outdoor,Clay,1st Round,3,Taberner C.,Serdarusic N.,108,288,760,191,1.22,4.33,6-2 6-2,player 1
Croatia Open,2021-07-19,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Travaglia S.,67,91,1022,839,1.5,2.62,3-6 6-7,player 2
Croatia Open,2021-07-20,ATP250,Outdoor,Clay,1st Round,3,Zapata Miralles B.,Cuevas P.,121,94,667,832,2.1,1.72,4-6 6-2 6-4,player 1
Croatia Open,2021-07-20,ATP250,Outdoor,Clay,1st Round,3,Vesely J.,Giannessi A.,86,177,865,408,1.72,2.1,6-7 5-7,player 2
Croatia Open,2021-07-20,ATP250,Outdoor,Clay,1st Round,3,Ajdukovic D.,Collarini A.,275,210,216,339,1.8,2.0,6-3 6-2,player 1
Croatia Open,2021-07-20,ATP250,Outdoor,Clay,1st Round,3,Horansky F.,Dzumhur D.,185,127,381,636,2.3,1.61,4-6 3-6,player 2
Croatia Open,2021-07-20,ATP250,Outdoor,Clay,1st Round,3,Martin A.,Olivo R.,117,215,696,323,1.72,2.1,1-6 6-2 7-6,player 1
Croatia Open,2021-07-20,ATP250,Outdoor,Clay,1st Round,3,Bedene A.,Cecchinato M.,58,82,1147,888,2.2,1.66,1-6 4-6,player 2
Croatia Open,2021-07-20,ATP250,Outdoor,Clay,1st Round,3,Alcaraz C.,Pouille L.,73,103,963,775,1.22,4.33,3-6 6-2 6-2,player 1
Croatia Open,2021-07-20,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,Mager G.,97,75,816,953,1.57,2.37,6-0 3-6 3-6,player 2
Croatia Open,2021-07-21,ATP250,Outdoor,Clay,2nd Round,3,Gasquet R.,Giannessi A.,59,177,1139,408,1.5,2.62,7-6 6-4,player 1
Croatia Open,2021-07-21,ATP250,Outdoor,Clay,2nd Round,3,Taberner C.,Travaglia S.,108,91,760,839,1.66,2.2,4-6 3-6,player 2
Croatia Open,2021-07-21,ATP250,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Ajdukovic D.,43,275,1563,216,1.33,3.4,7-5 6-4,player 1
Croatia Open,2021-07-21,ATP250,Outdoor,Clay,2nd Round,3,Cecchinato M.,Dzumhur D.,82,127,888,636,1.36,3.2,3-6 1-6,player 2
Croatia Open,2021-07-22,ATP250,Outdoor,Clay,2nd Round,3,Krajinovic F.,Albot R.,34,92,1724,836,1.16,5.0,6-4 6-2,player 1
Croatia Open,2021-07-22,ATP250,Outdoor,Clay,2nd Round,3,Mager G.,Altmaier D.,75,152,953,509,1.72,2.1,6-4 1-6 5-7,player 2
Croatia Open,2021-07-22,ATP250,Outdoor,Clay,2nd Round,3,Lajovic D.,Zapata Miralles B.,45,121,1450,667,1.66,2.2,7-5 6-4,player 1
Croatia Open,2021-07-22,ATP250,Outdoor,Clay,2nd Round,3,Martin A.,Alcaraz C.,117,73,696,963,5.0,1.16,3-6 1-6,player 2
Croatia Open,2021-07-23,ATP250,Outdoor,Clay,Quarterfinals,3,Gasquet R.,Dzumhur D.,59,127,1139,636,1.61,2.3,6-3 7-6,player 1
Croatia Open,2021-07-23,ATP250,Outdoor,Clay,Quarterfinals,3,Lajovic D.,Altmaier D.,45,152,1450,509,1.53,2.5,2-6 4-6,player 2
Croatia Open,2021-07-23,ATP250,Outdoor,Clay,Quarterfinals,3,Ramos-Vinolas A.,Travaglia S.,43,91,1563,839,1.66,2.2,6-2 6-1,player 1
Croatia Open,2021-07-23,ATP250,Outdoor,Clay,Quarterfinals,3,Krajinovic F.,Alcaraz C.,34,73,1724,963,2.1,1.72,6-7 6-2 1-6,player 2
Croatia Open,2021-07-24,ATP250,Outdoor,Clay,Semifinals,3,Gasquet R.,Altmaier D.,59,152,1139,509,1.72,2.1,7-6 3-6 6-3,player 1
Croatia Open,2021-07-24,ATP250,Outdoor,Clay,Semifinals,3,Ramos-Vinolas A.,Alcaraz C.,43,73,1563,963,2.75,1.44,2-6 6-7,player 2
Croatia Open,2021-07-25,ATP250,Outdoor,Clay,The Final,3,Alcaraz C.,Gasquet R.,73,59,963,1139,1.25,4.0,6-2 6-2,player 1
BB&T Atlanta Open,2021-07-26,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Fratangelo B.,87,190,863,373,2.37,1.57,5-7 6-7,player 2
BB&T Atlanta Open,2021-07-26,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,Harris L.,63,51,1077,1303,2.2,1.66,7-6 1-6 6-2,player 1
BB&T Atlanta Open,2021-07-26,ATP250,Outdoor,Hard,1st Round,3,Popyrin A.,Johnson S.,73,80,970,916,1.61,2.3,6-7 3-6,player 2
BB&T Atlanta Open,2021-07-27,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,Querrey S.,130,70,633,1003,1.9,1.9,4-6 7-6 7-6,player 1
BB&T Atlanta Open,2021-07-27,ATP250,Outdoor,Hard,1st Round,3,Kudla D.,O Connell C.,103,132,778,632,2.0,1.8,6-4 3-6 3-6,player 2
BB&T Atlanta Open,2021-07-27,ATP250,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Mcdonald M.,78,106,927,770,2.0,1.8,7-6 7-5,player 1
BB&T Atlanta Open,2021-07-27,ATP250,Outdoor,Hard,1st Round,3,Donskoy E.,Fritz T.,154,42,494,1560,4.5,1.2,3-6 4-6,player 2
BB&T Atlanta Open,2021-07-27,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Uchiyama Y.,49,120,1385,674,1.57,2.37,7-5 6-7 6-4,player 1
BB&T Atlanta Open,2021-07-27,ATP250,Outdoor,Hard,1st Round,3,Wolf J.J.,Isner J.,151,35,510,1718,4.0,1.25,4-6 7-6 4-6,player 2
BB&T Atlanta Open,2021-07-28,ATP250,Outdoor,Hard,1st Round,3,Nakashima B.,Bryde T.,115,1164,718,7,1.04,13.0,6-1 6-7 6-4,player 1
BB&T Atlanta Open,2021-07-28,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,Sock J.,84,201,873,353,2.37,1.57,7-6 4-6 5-7,player 2
BB&T Atlanta Open,2021-07-28,ATP250,Outdoor,Hard,1st Round,3,Kyrgios N.,Anderson K.,58,75,1158,958,1.66,2.2,7-6 6-3,player 1
BB&T Atlanta Open,2021-07-28,ATP250,Outdoor,Hard,2nd Round,3,Johnson S.,Fritz T.,80,42,916,1560,2.75,1.44,7-6 4-6 1-6,player 2
BB&T Atlanta Open,2021-07-28,ATP250,Outdoor,Hard,2nd Round,3,Thompson J.,Gojowczyk P.,63,130,1077,633,1.66,2.2,7-6 6-4,player 1
BB&T Atlanta Open,2021-07-29,ATP250,Outdoor,Hard,2nd Round,3,Raonic M.,Nakashima B.,22,115,2338,718,1.44,2.75,7-5 3-6 6-7,player 2
BB&T Atlanta Open,2021-07-29,ATP250,Outdoor,Hard,2nd Round,3,Opelka R.,Fratangelo B.,36,190,1716,373,1.66,2.2,7-6 7-6,player 1
BB&T Atlanta Open,2021-07-29,ATP250,Outdoor,Hard,2nd Round,3,Sinner J.,O Connell C.,23,132,2320,632,1.33,3.4,6-7 4-6,player 2
BB&T Atlanta Open,2021-07-30,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Sock J.,35,201,1718,353,1.4,3.0,7-6 6-4,player 1
BB&T Atlanta Open,2021-07-30,ATP250,Outdoor,Hard,2nd Round,3,Kyrgios N.,Norrie C.,58,29,1158,1975,1.66,2.2,1-6 4-6,player 2
BB&T Atlanta Open,2021-07-30,ATP250,Outdoor,Hard,Quarterfinals,3,Nakashima B.,Thompson J.,115,63,718,1077,1.66,2.2,7-6 7-5,player 1
BB&T Atlanta Open,2021-07-30,ATP250,Outdoor,Hard,Quarterfinals,3,Opelka R.,Fritz T.,36,42,1716,1560,2.3,1.61,6-7 7-6 6-7,player 2
BB&T Atlanta Open,2021-07-30,ATP250,Outdoor,Hard,Quarterfinals,3,Ruusuvuori E.,Norrie C.,78,29,927,1975,4.0,1.25,7-6 6-3,player 1
BB&T Atlanta Open,2021-07-31,ATP250,Outdoor,Hard,Quarterfinals,3,O Connell C.,Isner J.,132,35,632,1718,2.62,1.5,6-7 7-6 4-6,player 2
BB&T Atlanta Open,2021-07-31,ATP250,Outdoor,Hard,Semifinals,3,Nakashima B.,Ruusuvuori E.,115,78,718,927,2.1,1.72,3-6 6-4 6-3,player 1
BB&T Atlanta Open,2021-08-01,ATP250,Outdoor,Hard,Semifinals,3,Fritz T.,Isner J.,42,35,1560,1718,1.8,2.0,6-7 7-5 3-6,player 2
BB&T Atlanta Open,2021-08-01,ATP250,Outdoor,Hard,The Final,3,Isner J.,Nakashima B.,35,115,1718,718,1.8,2.0,7-6 7-5,player 1
Generali Open,2021-07-26,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Kovalik J.,67,131,1022,633,1.4,3.0,4-6 4-6,player 2
Generali Open,2021-07-26,ATP250,Outdoor,Clay,1st Round,3,Taberner C.,Seyboth Wild T.,108,117,756,695,1.5,2.62,3-6 6-3 6-2,player 1
Generali Open,2021-07-26,ATP250,Outdoor,Clay,1st Round,3,Cuevas P.,Ymer M.,94,99,832,810,1.5,2.62,3-6 5-7,player 2
Generali Open,2021-07-26,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,Pouille L.,97,104,816,775,1.57,2.37,6-3 6-7 6-4,player 1
Generali Open,2021-07-26,ATP250,Outdoor,Clay,1st Round,3,Gulbis E.,Vesely J.,191,86,371,865,2.5,1.53,4-6 1-6,player 2
Generali Open,2021-07-27,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Delbonis F.,91,46,842,1435,2.3,1.61,6-2 6-4,player 1
Generali Open,2021-07-27,ATP250,Outdoor,Clay,1st Round,3,Travaglia S.,Rune H.,88,206,861,349,1.72,2.1,3-6 4-6,player 2
Generali Open,2021-07-27,ATP250,Outdoor,Clay,1st Round,3,Vilella Martinez M.,Neumayer L.,167,980,446,13,1.16,5.0,6-7 7-5 6-4,player 1
Generali Open,2021-07-27,ATP250,Outdoor,Clay,1st Round,3,Albot R.,Cecchinato M.,92,83,836,888,2.75,1.44,3-6 6-7,player 2
Generali Open,2021-07-27,ATP250,Outdoor,Clay,1st Round,3,Altmaier D.,Djere L.,135,50,603,1342,2.62,1.5,4-6 6-3 6-3,player 1
Generali Open,2021-07-27,ATP250,Outdoor,Clay,1st Round,3,Novak D.,Mager G.,124,74,660,960,2.3,1.61,4-6 0-6,player 2
Generali Open,2021-07-27,ATP250,Outdoor,Clay,1st Round,3,Erler A.,Alcaraz C.,337,55,146,1206,11.0,1.05,7-5 1-6 6-2,player 1
Generali Open,2021-07-28,ATP250,Outdoor,Clay,2nd Round,3,Rune H.,Rinderknech A.,206,91,349,842,2.62,1.5,4-6 6-3 6-7,player 2
Generali Open,2021-07-28,ATP250,Outdoor,Clay,2nd Round,3,Kovalik J.,Vesely J.,131,86,633,865,2.2,1.66,2-6 6-2 6-4,player 1
Generali Open,2021-07-28,ATP250,Outdoor,Clay,2nd Round,3,Taberner C.,Krajinovic F.,108,33,756,1724,3.2,1.36,3-6 6-2 4-6,player 2
Generali Open,2021-07-28,ATP250,Outdoor,Clay,2nd Round,3,Martinez P.,Bautista Agut R.,97,16,816,2720,2.75,1.44,6-4 6-7 7-5,player 1
Generali Open,2021-07-28,ATP250,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Mager G.,43,74,1505,960,1.72,2.1,6-7 6-1 5-7,player 2
Generali Open,2021-07-28,ATP250,Outdoor,Clay,2nd Round,3,Altmaier D.,Cecchinato M.,135,83,603,888,1.72,2.1,6-4 6-4,player 1
Generali Open,2021-07-28,ATP250,Outdoor,Clay,2nd Round,3,Erler A.,Ymer M.,337,99,146,810,3.2,1.36,2-6 3-6,player 2
Generali Open,2021-07-28,ATP250,Outdoor,Clay,2nd Round,3,Ruud C.,Vilella Martinez M.,14,167,3045,446,1.11,6.5,7-5 5-7 6-4,player 1
Generali Open,2021-07-29,ATP250,Outdoor,Clay,Quarterfinals,3,Kovalik J.,Martinez P.,131,97,633,816,3.0,1.4,2-6 2-6,player 2
Generali Open,2021-07-29,ATP250,Outdoor,Clay,Quarterfinals,3,Altmaier D.,Mager G.,135,74,603,960,1.57,2.37,6-1 6-7 6-3,player 1
Generali Open,2021-07-29,ATP250,Outdoor,Clay,Quarterfinals,3,Krajinovic F.,Rinderknech A.,33,91,1724,842,1.5,2.62,4-6 1-6,player 2
Generali Open,2021-07-29,ATP250,Outdoor,Clay,Quarterfinals,3,Ruud C.,Ymer M.,14,99,3045,810,1.2,4.5,3-6 7-6 6-1,player 1
Generali Open,2021-07-30,ATP250,Outdoor,Clay,Semifinals,3,Altmaier D.,Martinez P.,135,97,603,816,2.1,1.72,6-4 3-6 3-6,player 2
Generali Open,2021-07-30,ATP250,Outdoor,Clay,Semifinals,3,Ruud C.,Rinderknech A.,14,91,3045,842,1.57,2.37,6-3 7-6,player 1
Generali Open,2021-07-31,ATP250,Outdoor,Clay,The Final,3,Martinez P.,Ruud C.,97,14,816,3045,3.4,1.33,1-6 6-4 3-6,player 2
Citi Open,2021-08-02,ATP500,Outdoor,Hard,1st Round,3,Berankis R.,Krueger M.,86,174,873,422,1.66,2.2,7-6 6-2,player 1
Citi Open,2021-08-02,ATP500,Outdoor,Hard,1st Round,3,Paul T.,Galan D.E.,55,113,1193,725,1.4,3.0,4-6 3-6,player 2
Citi Open,2021-08-02,ATP500,Outdoor,Hard,1st Round,3,Seppi A.,Uchiyama Y.,88,123,863,674,1.61,2.3,3-6 7-5 6-3,player 1
Citi Open,2021-08-02,ATP500,Outdoor,Hard,1st Round,3,Anderson K.,Brooksby J.,75,130,958,642,1.61,2.3,6-7 3-6,player 2
Citi Open,2021-08-02,ATP500,Outdoor,Hard,1st Round,3,Giron M.,Marchenko I.,64,157,1047,482,1.4,3.0,4-6 6-4 7-6,player 1
Citi Open,2021-08-02,ATP500,Outdoor,Hard,1st Round,3,Gerasimov E.,Ivashka I.,78,65,926,1038,2.75,1.44,5-7 4-6,player 2
Citi Open,2021-08-03,ATP500,Outdoor,Hard,1st Round,3,Nishikori K.,Querrey S.,67,68,1003,1003,1.53,2.5,6-4 6-3,player 1
Citi Open,2021-08-03,ATP500,Outdoor,Hard,1st Round,3,Gomez E.,Pospisil V.,165,61,457,1105,2.5,1.53,6-4 3-6 3-6,player 2
Citi Open,2021-08-03,ATP500,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Gunneswaran P.,69,158,1002,481,1.28,3.75,2-6 6-1 6-1,player 1
Citi Open,2021-08-03,ATP500,Outdoor,Hard,1st Round,3,Lopez F.,Kudla D.,92,103,832,778,2.37,1.57,3-6 7-6 3-6,player 2
Citi Open,2021-08-03,ATP500,Outdoor,Hard,1st Round,3,Nakashima B.,Popyrin A.,89,72,858,970,1.8,2.0,6-3 6-3,player 1
Citi Open,2021-08-03,ATP500,Outdoor,Hard,1st Round,3,Duckworth J.,Sandgren T.,80,83,923,897,1.72,2.1,3-6 6-2 2-6,player 2
Citi Open,2021-08-03,ATP500,Outdoor,Hard,1st Round,3,Johnson S.,Ramanathan R.,81,204,921,355,1.4,3.0,6-3 7-6,player 1
Citi Open,2021-08-03,ATP500,Outdoor,Hard,1st Round,3,Thompson J.,Ymer E.,62,168,1077,434,1.53,2.5,6-3 5-7 3-6,player 2
Citi Open,2021-08-04,ATP500,Outdoor,Hard,1st Round,3,Mcdonald M.,Kyrgios N.,107,77,770,928,2.75,1.44,6-4 6-4,player 1
Citi Open,2021-08-03,ATP500,Outdoor,Hard,2nd Round,3,Pospisil V.,Korda S.,61,45,1105,1413,2.75,1.44,5-7 4-6,player 2
Citi Open,2021-08-03,ATP500,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Seppi A.,15,88,2738,863,1.2,4.5,2-6 6-2 6-2,player 1
Citi Open,2021-08-03,ATP500,Outdoor,Hard,2nd Round,3,Giron M.,Norrie C.,64,29,1047,1975,3.5,1.3,4-6 3-6,player 2
Citi Open,2021-08-04,ATP500,Outdoor,Hard,2nd Round,3,Berankis R.,Kecmanovic M.,86,59,873,1142,2.37,1.57,6-3 6-2,player 1
Citi Open,2021-08-04,ATP500,Outdoor,Hard,2nd Round,3,Tiafoe F.,Brooksby J.,53,130,1206,642,1.8,2.0,6-7 5-7,player 2
Citi Open,2021-08-04,ATP500,Outdoor,Hard,2nd Round,3,Johnson S.,De Minaur A.,81,18,921,2565,3.0,1.4,6-7 6-4 6-2,player 1
Citi Open,2021-08-04,ATP500,Outdoor,Hard,2nd Round,3,Evans D.,Nakashima B.,27,89,2131,858,2.1,1.72,6-7 0-6,player 2
Citi Open,2021-08-04,ATP500,Outdoor,Hard,2nd Round,3,Millman J.,Ymer E.,43,168,1476,434,1.66,2.2,6-2 7-6,player 1
Citi Open,2021-08-04,ATP500,Outdoor,Hard,2nd Round,3,Fritz T.,Kudla D.,42,103,1515,778,1.4,3.0,4-6 2-6,player 2
Citi Open,2021-08-04,ATP500,Outdoor,Hard,2nd Round,3,Opelka R.,Galan D.E.,36,113,1706,725,1.33,3.4,7-6 6-3,player 1
Citi Open,2021-08-04,ATP500,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,Sinner J.,69,24,1002,2280,2.37,1.57,2-6 4-6,player 2
Citi Open,2021-08-04,ATP500,Outdoor,Hard,2nd Round,3,Ivashka I.,Dimitrov G.,65,21,1038,2466,1.66,2.2,6-2 7-6,player 1
Citi Open,2021-08-04,ATP500,Outdoor,Hard,2nd Round,3,Bublik A.,Nishikori K.,39,67,1611,1003,2.62,1.5,2-6 5-7,player 2
Citi Open,2021-08-04,ATP500,Outdoor,Hard,2nd Round,3,Mcdonald M.,Paire B.,107,49,770,1340,1.44,2.75,6-7 6-4 6-4,player 1
Citi Open,2021-08-05,ATP500,Outdoor,Hard,2nd Round,3,Sock J.,Nadal R.,192,3,373,8270,7.0,1.1,2-6 6-4 6-7,player 2
Citi Open,2021-08-05,ATP500,Outdoor,Hard,3rd Round,3,Kudla D.,Nakashima B.,103,89,778,858,3.0,1.4,3-6 7-6 6-4,player 1
Citi Open,2021-08-05,ATP500,Outdoor,Hard,3rd Round,3,Berankis R.,Johnson S.,86,81,873,921,2.2,1.66,2-6 1-6,player 2
Citi Open,2021-08-05,ATP500,Outdoor,Hard,3rd Round,3,Sinner J.,Korda S.,24,45,2280,1413,1.72,2.1,7-6 7-6,player 1
Citi Open,2021-08-05,ATP500,Outdoor,Hard,3rd Round,3,Opelka R.,Millman J.,36,43,1706,1476,1.61,2.3,3-6 6-7,player 2
Citi Open,2021-08-05,ATP500,Outdoor,Hard,3rd Round,3,Brooksby J.,Auger-Aliassime F.,130,15,642,2738,2.37,1.57,6-3 6-4,player 1
Citi Open,2021-08-05,ATP500,Outdoor,Hard,3rd Round,3,Norrie C.,Nishikori K.,29,67,1975,1003,1.8,2.0,6-3 3-6 3-6,player 2
Citi Open,2021-08-06,ATP500,Outdoor,Hard,3rd Round,3,Harris L.,Nadal R.,50,3,1303,8270,4.0,1.25,6-4 1-6 6-4,player 1
Citi Open,2021-08-06,ATP500,Outdoor,Hard,3rd Round,3,Ivashka I.,Mcdonald M.,65,107,1038,770,1.57,2.37,4-6 4-6,player 2
Citi Open,2021-08-06,ATP500,Outdoor,Hard,Quarterfinals,3,Brooksby J.,Millman J.,130,43,642,1476,1.4,3.0,6-1 6-2,player 1
Citi Open,2021-08-06,ATP500,Outdoor,Hard,Quarterfinals,3,Johnson S.,Sinner J.,81,24,921,2280,3.4,1.33,4-6 2-6,player 2
Citi Open,2021-08-07,ATP500,Outdoor,Hard,Quarterfinals,3,Nishikori K.,Harris L.,67,50,1003,1303,1.57,2.37,6-3 7-5,player 1
Citi Open,2021-08-07,ATP500,Outdoor,Hard,Quarterfinals,3,Kudla D.,Mcdonald M.,103,107,778,770,2.5,1.53,3-6 2-6,player 2
Citi Open,2021-08-07,ATP500,Outdoor,Hard,Semifinals,3,Sinner J.,Brooksby J.,24,130,2280,642,1.57,2.37,7-6 6-1,player 1
Citi Open,2021-08-07,ATP500,Outdoor,Hard,Semifinals,3,Nishikori K.,Mcdonald M.,67,107,1003,770,1.44,2.75,4-6 6-3 5-7,player 2
Citi Open,2021-08-08,ATP500,Outdoor,Hard,The Final,3,Sinner J.,Mcdonald M.,24,107,2280,770,1.25,4.0,7-5 6-4 7-5,player 1
Canadian Open,2021-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,Cilic M.,48,39,1378,1593,3.4,1.33,2-6 6-4 3-6,player 2
Canadian Open,2021-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Sonego L.,26,25,2090,2147,1.5,2.62,6-3 6-4,player 1
Canadian Open,2021-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Struff J.L.,Fognini F.,46,37,1410,1619,1.9,1.9,7-6 2-6 4-6,player 2
Canadian Open,2021-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Duckworth J.,Fritz T.,85,40,899,1550,3.2,1.36,7-6 6-3,player 1
Canadian Open,2021-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Evans D.,Bublik A.,27,38,2084,1611,2.0,1.8,4-6 4-6,player 2
Canadian Open,2021-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Harris L.,Schnur B.,49,247,1368,272,1.28,3.75,6-3 6-2,player 1
Canadian Open,2021-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Berankis R.,Millman J.,84,42,902,1505,1.9,1.9,3-6 6-7,player 2
Canadian Open,2021-08-10,Masters 1000,Outdoor,Hard,1st Round,3,Paul T.,Pospisil V.,58,61,1143,1125,2.0,1.8,6-7 6-2 6-3,player 1
Canadian Open,2021-08-10,Masters 1000,Outdoor,Hard,1st Round,3,Kyrgios N.,Opelka R.,80,32,918,1741,1.72,2.1,6-4 6-7 4-6,player 2
Canadian Open,2021-08-10,Masters 1000,Outdoor,Hard,1st Round,3,Lajovic D.,Ruusuvuori E.,44,72,1485,983,3.4,1.33,3-6 6-3 6-3,player 1
Canadian Open,2021-08-10,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Nishikori K.,59,55,1142,1173,3.0,1.4,4-6 7-6 2-6,player 2
Canadian Open,2021-08-10,Masters 1000,Outdoor,Hard,1st Round,3,Basilashvili N.,Brooksby J.,43,97,1498,812,2.75,1.44,2-6 6-0 6-4,player 1
Canadian Open,2021-08-10,Masters 1000,Outdoor,Hard,1st Round,3,Norrie C.,Khachanov K.,28,29,1975,1920,2.0,1.8,4-6 7-5 4-6,player 2
Canadian Open,2021-08-10,Masters 1000,Outdoor,Hard,1st Round,3,Isner J.,Davidovich Fokina A.,30,34,1901,1723,1.61,2.3,6-4 6-1,player 1
Canadian Open,2021-08-10,Masters 1000,Outdoor,Hard,1st Round,3,Nishioka Y.,Tiafoe F.,56,52,1155,1226,2.5,1.53,4-6 3-6,player 2
Canadian Open,2021-08-10,Masters 1000,Outdoor,Hard,1st Round,3,Paire B.,Mcdonald M.,50,64,1354,1060,2.37,1.57,6-3 6-4,player 1
Canadian Open,2021-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Bublik A.,Medvedev D.,38,2,1611,9643,4.5,1.2,6-4 3-6 4-6,player 2
Canadian Open,2021-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Cilic M.,12,39,3205,1593,1.72,2.1,6-3 3-6 6-3,player 1
Canadian Open,2021-08-11,Masters 1000,Outdoor,Hard,2nd Round,3,Humbert U.,Tsitsipas S.,26,3,2090,8115,2.5,1.36,3-6 7-6 1-6,player 2
Canadian Open,2021-08-11,Masters 1000,Outdoor,Hard,2nd Round,3,Opelka R.,Dimitrov G.,32,21,1741,2466,1.53,2.5,6-3 6-4,player 1
Canadian Open,2021-08-11,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Duckworth J.,15,85,2745,899,1.2,4.5,3-6 4-6,player 2
